Rank,StartTime,Flgs,Proto,SrcAddr,Sport,DstAddr,Dport,TotPkts,TotBytes,State,LastTime,Seq,Dur,Mean,StdDev,Sum,Min,Max,SrcPkts,DstPkts,SrcBytes,DstBytes,Rate,SrcRate,DstRate,Label,Tactic,Technique,SubTechnique
1196,1637351174.9200141, e        ,udp,192.168.1.212,49182,192.168.1.11,53,2,160,CON,1637351174.920171,1028,0.000157,0.000157,0.0,0.000157,0.000157,0.000157,1,1,72,88,6369.426758,0.0,0.0,0,Normal,Normal,Normal
1197,1637351174.920017, e        ,udp,192.168.1.212,49182,192.168.1.11,53,2,144,CON,1637351174.920173,1029,0.000156,0.000156,0.0,0.000156,0.000156,0.000156,1,1,72,72,6410.256836,0.0,0.0,0,Normal,Normal,Normal
1198,1637351174.920368, e        ,tcp,192.168.1.212,52484,192.168.1.11,80,10,1336,sSEfF,1637351174.921586,1030,0.001218,0.001218,0.0,0.001218,0.001218,0.001218,6,4,560,776,7389.162598000001,4105.090332,2463.054199,0,Normal,Normal,Normal
1199,1637351174.9223714, e        ,udp,192.168.1.212,49453,192.168.1.11,53,2,160,CON,1637351174.922646,1031,0.000275,0.000275,0.0,0.000275,0.000275,0.000275,1,1,72,88,3636.36377,0.0,0.0,0,Normal,Normal,Normal
1200,1637351174.9223778, e        ,udp,192.168.1.212,49453,192.168.1.11,53,2,144,CON,1637351174.922725,1032,0.00034700000000000003,0.00034700000000000003,0.0,0.00034700000000000003,0.00034700000000000003,0.00034700000000000003,1,1,72,72,2881.844482,0.0,0.0,0,Normal,Normal,Normal
1201,1637351174.922879, e        ,tcp,192.168.1.212,52486,192.168.1.11,80,10,1334,sSEfF,1637351174.92416,1033,0.001281,0.001281,0.0,0.001281,0.001281,0.001281,6,4,559,775,7025.76123,3903.200684,2341.92041,0,Normal,Normal,Normal
1207,1637351175.120932, e        ,udp,192.168.1.200,55213,192.168.1.21,53,2,168,CON,1637351175.121331,1035,0.000399,0.000399,0.0,0.000399,0.000399,0.000399,1,1,76,92,2506.265625,0.0,0.0,0,Normal,Normal,Normal
1209,1637351175.121488, e        ,udp,192.168.1.200,58104,192.168.1.21,53,2,152,CON,1637351175.1217241,1036,0.000236,0.000236,0.0,0.000236,0.000236,0.000236,1,1,76,76,4237.288086,0.0,0.0,0,Normal,Normal,Normal
1213,1637351175.5242894, e        ,udp,192.168.1.111,43029,192.168.1.11,53,2,160,CON,1637351175.5247269,1037,0.000438,0.000438,0.0,0.000438,0.000438,0.000438,1,1,72,88,2283.10498,0.0,0.0,0,Normal,Normal,Normal
1214,1637351175.524313, e        ,udp,192.168.1.111,43029,192.168.1.11,53,2,144,CON,1637351175.524732,1038,0.0004190000000000001,0.0004190000000000001,0.0,0.0004190000000000001,0.0004190000000000001,0.0004190000000000001,1,1,72,72,2386.63501,0.0,0.0,0,Normal,Normal,Normal
1215,1637351175.524985, e        ,tcp,192.168.1.111,42582,192.168.1.11,21,37,3108,sSEfF,1637351175.571949,1039,0.046964,0.046964,0.0,0.046964,0.046964,0.046964,18,19,1360,1748,766.544556,361.97937,383.272278,0,Normal,Normal,Normal
1219,1637351175.560926, e        ,udp,192.168.1.212,123,220.133.149.235,123,1,90,INT,1637351175.560926,1043,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90,0,0.0,0.0,0.0,0,Normal,Normal,Normal
1220,1637351175.563622, e        ,tcp,192.168.1.11,20,192.168.1.111,37583,6,422,sSEfF,1637351175.5652509,1044,0.001629,0.001629,0.0,0.001629,0.001629,0.001629,4,2,282,140,3069.36792,1841.620728,613.873535,0,Normal,Normal,Normal
1221,1637351175.567851, e        ,tcp,192.168.1.11,20,192.168.1.111,55441,8,561,sSEfF,1637351175.570608,1045,0.002757,0.002757,0.0,0.002757,0.002757,0.002757,5,3,355,206,2538.991699,1450.852295,725.426147,0,Normal,Normal,Normal
1222,1637351175.577049, e        ,udp,192.168.1.111,59908,192.168.1.11,53,2,160,CON,1637351175.577561,1046,0.000512,0.000512,0.0,0.000512,0.000512,0.000512,1,1,72,88,1953.125,0.0,0.0,0,Normal,Normal,Normal
1223,1637351175.5770519, e        ,udp,192.168.1.111,59908,192.168.1.11,53,2,144,CON,1637351175.577564,1047,0.000512,0.000512,0.0,0.000512,0.000512,0.000512,1,1,72,72,1953.125,0.0,0.0,0,Normal,Normal,Normal
1224,1637351175.580301, e        ,udp,192.168.1.111,40359,192.168.1.11,53,2,160,CON,1637351175.58089,1048,0.000589,0.000589,0.0,0.000589,0.000589,0.000589,1,1,72,88,1697.792847,0.0,0.0,0,Normal,Normal,Normal
1225,1637351175.580306, e        ,udp,192.168.1.111,40359,192.168.1.11,53,2,144,CON,1637351175.581059,1049,0.000753,0.000753,0.0,0.000753,0.000753,0.000753,1,1,72,72,1328.02124,0.0,0.0,0,Normal,Normal,Normal
1226,1637351175.5806901, e        ,tcp,192.168.1.111,45152,192.168.1.11,80,10,1330,sSEfF,1637351175.583085,1050,0.002395,0.002395,0.0,0.002395,0.002395,0.002395,6,4,557,773,3757.828613,2087.6826170000004,1252.6096189999996,0,Normal,Normal,Normal
1227,1637351175.581365, e        ,tcp,192.168.1.111,42586,192.168.1.11,21,39,3271,sSEfF,1637351175.817637,1051,0.236272,0.236272,0.0,0.236272,0.236272,0.236272,19,20,1439,1832,160.831573,76.18338,80.415787,0,Normal,Normal,Normal
1228,1637351175.583931, e        ,udp,192.168.1.111,38245,192.168.1.11,53,2,160,CON,1637351175.584284,1052,0.000353,0.000353,0.0,0.000353,0.000353,0.000353,1,1,72,88,2832.861084,0.0,0.0,0,Normal,Normal,Normal
1229,1637351175.583933, e        ,udp,192.168.1.111,38245,192.168.1.11,53,2,144,CON,1637351175.584286,1053,0.000353,0.000353,0.0,0.000353,0.000353,0.000353,1,1,72,72,2832.861084,0.0,0.0,0,Normal,Normal,Normal
1230,1637351175.584546, e        ,tcp,192.168.1.111,45156,192.168.1.11,80,10,1330,sSEfF,1637351175.58693,1054,0.002384,0.002384,0.0,0.002384,0.002384,0.002384,6,4,557,773,3775.167725,2097.31543,1258.389282,0,Normal,Normal,Normal
1231,1637351175.587679, e        ,udp,192.168.1.111,34948,192.168.1.11,53,2,160,CON,1637351175.588026,1055,0.00034700000000000003,0.00034700000000000003,0.0,0.00034700000000000003,0.00034700000000000003,0.00034700000000000003,1,1,72,88,2881.844482,0.0,0.0,0,Normal,Normal,Normal
1232,1637351175.587681, e        ,udp,192.168.1.111,34948,192.168.1.11,53,2,144,CON,1637351175.588028,1056,0.00034700000000000003,0.00034700000000000003,0.0,0.00034700000000000003,0.00034700000000000003,0.00034700000000000003,1,1,72,72,2881.844482,0.0,0.0,0,Normal,Normal,Normal
1233,1637351175.588275, e        ,tcp,192.168.1.111,45158,192.168.1.11,80,10,1334,sSEfF,1637351175.589842,1057,0.001567,0.001567,0.0,0.001567,0.001567,0.001567,6,4,559,775,5743.458496,3190.810303,1914.486206,0,Normal,Normal,Normal
1234,1637351175.590486, e        ,udp,192.168.1.111,45327,192.168.1.11,53,2,160,CON,1637351175.5907269,1058,0.000241,0.000241,0.0,0.000241,0.000241,0.000241,1,1,72,88,4149.377441,0.0,0.0,0,Normal,Normal,Normal
1235,1637351175.5904882, e        ,udp,192.168.1.111,45327,192.168.1.11,53,2,144,CON,1637351175.5909052,1059,0.000417,0.000417,0.0,0.000417,0.000417,0.000417,1,1,72,72,2398.081543,0.0,0.0,0,Normal,Normal,Normal
1236,1637351175.5910618, e        ,tcp,192.168.1.111,45160,192.168.1.11,80,10,1334,sSEfF,1637351175.5925539,1060,0.001492,0.001492,0.0,0.001492,0.001492,0.001492,6,4,559,775,6032.171875,3351.206543,2010.723877,0,Normal,Normal,Normal
1237,1637351175.593169, e        ,udp,192.168.1.111,35100,192.168.1.11,53,2,160,CON,1637351175.593343,1061,0.000174,0.000174,0.0,0.000174,0.000174,0.000174,1,1,72,88,5747.126465,0.0,0.0,0,Normal,Normal,Normal
1238,1637351175.5931714, e        ,udp,192.168.1.111,35100,192.168.1.11,53,2,144,CON,1637351175.593428,1062,0.000257,0.000257,0.0,0.000257,0.000257,0.000257,1,1,72,72,3891.050537,0.0,0.0,0,Normal,Normal,Normal
